Date,PercentOfBaseline,Country,AirportName,State
8/22/2020,33,Chile,Santiago International Airport,Santiago Province
8/23/2020,22,Chile,Santiago International Airport,Santiago Province
8/24/2020,46,Chile,Santiago International Airport,Santiago Province
8/25/2020,37,Chile,Santiago International Airport,Santiago Province
8/26/2020,36,Chile,Santiago International Airport,Santiago Province
8/27/2020,42,Chile,Santiago International Airport,Santiago Province
8/28/2020,33,Chile,Santiago International Airport,Santiago Province
8/29/2020,20,Chile,Santiago International Airport,Santiago Province
8/31/2020,45,Chile,Santiago International Airport,Santiago Province
9/1/2020,47,Chile,Santiago International Airport,Santiago Province
9/2/2020,40,Chile,Santiago International Airport,Santiago Province
9/3/2020,33,Chile,Santiago International Airport,Santiago Province
9/4/2020,32,Chile,Santiago International Airport,Santiago Province
9/5/2020,25,Chile,Santiago International Airport,Santiago Province
9/6/2020,20,Chile,Santiago International Airport,Santiago Province
9/7/2020,42,Chile,Santiago International Airport,Santiago Province
9/8/2020,47,Chile,Santiago International Airport,Santiago Province
9/9/2020,35,Chile,Santiago International Airport,Santiago Province
9/10/2020,40,Chile,Santiago International Airport,Santiago Province
9/11/2020,49,Chile,Santiago International Airport,Santiago Province
9/12/2020,31,Chile,Santiago International Airport,Santiago Province
9/13/2020,25,Chile,Santiago International Airport,Santiago Province
9/14/2020,47,Chile,Santiago International Airport,Santiago Province
9/15/2020,54,Chile,Santiago International Airport,Santiago Province
9/16/2020,53,Chile,Santiago International Airport,Santiago Province
9/17/2020,31,Chile,Santiago International Airport,Santiago Province
9/18/2020,12,Chile,Santiago International Airport,Santiago Province
9/20/2020,23,Chile,Santiago International Airport,Santiago Province
9/21/2020,36,Chile,Santiago International Airport,Santiago Province
9/22/2020,47,Chile,Santiago International Airport,Santiago Province
9/23/2020,44,Chile,Santiago International Airport,Santiago Province
9/24/2020,36,Chile,Santiago International Airport,Santiago Province
9/25/2020,42,Chile,Santiago International Airport,Santiago Province
9/26/2020,28,Chile,Santiago International Airport,Santiago Province
9/27/2020,26,Chile,Santiago International Airport,Santiago Province
9/28/2020,39,Chile,Santiago International Airport,Santiago Province
9/29/2020,46,Chile,Santiago International Airport,Santiago Province
9/30/2020,49,Chile,Santiago International Airport,Santiago Province
10/1/2020,39,Chile,Santiago International Airport,Santiago Province
10/2/2020,53,Chile,Santiago International Airport,Santiago Province
10/3/2020,29,Chile,Santiago International Airport,Santiago Province
10/4/2020,36,Chile,Santiago International Airport,Santiago Province
10/5/2020,56,Chile,Santiago International Airport,Santiago Province
10/6/2020,53,Chile,Santiago International Airport,Santiago Province
10/7/2020,55,Chile,Santiago International Airport,Santiago Province
10/8/2020,50,Chile,Santiago International Airport,Santiago Province
10/9/2020,56,Chile,Santiago International Airport,Santiago Province
10/10/2020,34,Chile,Santiago International Airport,Santiago Province
10/11/2020,15,Chile,Santiago International Airport,Santiago Province
10/12/2020,38,Chile,Santiago International Airport,Santiago Province
10/13/2020,56,Chile,Santiago International Airport,Santiago Province
10/14/2020,48,Chile,Santiago International Airport,Santiago Province
10/15/2020,49,Chile,Santiago International Airport,Santiago Province
10/16/2020,61,Chile,Santiago International Airport,Santiago Province
3/16/2020,80,United States of America (the),Seattle-Tacoma International ,Washington
3/17/2020,85,United States of America (the),Seattle-Tacoma International ,Washington
3/18/2020,92,United States of America (the),Seattle-Tacoma International ,Washington
3/19/2020,78,United States of America (the),Seattle-Tacoma International ,Washington
3/20/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
3/21/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
3/22/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
3/23/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
3/24/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
3/25/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
3/26/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
3/27/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
3/28/2020,59,United States of America (the),Seattle-Tacoma International ,Washington
3/29/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
3/30/2020,50,United States of America (the),Seattle-Tacoma International ,Washington
3/31/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
4/1/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
4/2/2020,55,United States of America (the),Seattle-Tacoma International ,Washington
4/3/2020,60,United States of America (the),Seattle-Tacoma International ,Washington
4/4/2020,45,United States of America (the),Seattle-Tacoma International ,Washington
4/5/2020,44,United States of America (the),Seattle-Tacoma International ,Washington
4/6/2020,54,United States of America (the),Seattle-Tacoma International ,Washington
4/7/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
4/8/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
4/9/2020,49,United States of America (the),Seattle-Tacoma International ,Washington
4/10/2020,52,United States of America (the),Seattle-Tacoma International ,Washington
4/11/2020,42,United States of America (the),Seattle-Tacoma International ,Washington
4/12/2020,35,United States of America (the),Seattle-Tacoma International ,Washington
4/13/2020,44,United States of America (the),Seattle-Tacoma International ,Washington
4/14/2020,62,United States of America (the),Seattle-Tacoma International ,Washington
4/15/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
4/16/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
4/17/2020,49,United States of America (the),Seattle-Tacoma International ,Washington
4/18/2020,40,United States of America (the),Seattle-Tacoma International ,Washington
4/19/2020,26,United States of America (the),Seattle-Tacoma International ,Washington
4/20/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
4/21/2020,63,United States of America (the),Seattle-Tacoma International ,Washington
4/22/2020,63,United States of America (the),Seattle-Tacoma International ,Washington
4/23/2020,57,United States of America (the),Seattle-Tacoma International ,Washington
4/24/2020,56,United States of America (the),Seattle-Tacoma International ,Washington
4/25/2020,42,United States of America (the),Seattle-Tacoma International ,Washington
4/26/2020,43,United States of America (the),Seattle-Tacoma International ,Washington
4/27/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
4/28/2020,66,United States of America (the),Seattle-Tacoma International ,Washington
4/29/2020,59,United States of America (the),Seattle-Tacoma International ,Washington
4/30/2020,59,United States of America (the),Seattle-Tacoma International ,Washington
5/1/2020,58,United States of America (the),Seattle-Tacoma International ,Washington
5/2/2020,38,United States of America (the),Seattle-Tacoma International ,Washington
5/3/2020,47,United States of America (the),Seattle-Tacoma International ,Washington
5/4/2020,59,United States of America (the),Seattle-Tacoma International ,Washington
5/5/2020,73,United States of America (the),Seattle-Tacoma International ,Washington
5/6/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
5/7/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
5/8/2020,60,United States of America (the),Seattle-Tacoma International ,Washington
5/9/2020,46,United States of America (the),Seattle-Tacoma International ,Washington
5/10/2020,39,United States of America (the),Seattle-Tacoma International ,Washington
5/11/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
5/12/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
5/13/2020,73,United States of America (the),Seattle-Tacoma International ,Washington
5/14/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
5/15/2020,63,United States of America (the),Seattle-Tacoma International ,Washington
5/16/2020,40,United States of America (the),Seattle-Tacoma International ,Washington
5/17/2020,52,United States of America (the),Seattle-Tacoma International ,Washington
5/18/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
5/19/2020,66,United States of America (the),Seattle-Tacoma International ,Washington
5/20/2020,74,United States of America (the),Seattle-Tacoma International ,Washington
5/21/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
5/22/2020,63,United States of America (the),Seattle-Tacoma International ,Washington
5/23/2020,42,United States of America (the),Seattle-Tacoma International ,Washington
5/24/2020,53,United States of America (the),Seattle-Tacoma International ,Washington
5/25/2020,25,United States of America (the),Seattle-Tacoma International ,Washington
5/26/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
5/27/2020,73,United States of America (the),Seattle-Tacoma International ,Washington
5/28/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
5/29/2020,62,United States of America (the),Seattle-Tacoma International ,Washington
5/30/2020,50,United States of America (the),Seattle-Tacoma International ,Washington
5/31/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
6/1/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
6/2/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
6/3/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
6/4/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
6/5/2020,80,United States of America (the),Seattle-Tacoma International ,Washington
6/6/2020,56,United States of America (the),Seattle-Tacoma International ,Washington
6/7/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
6/8/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
6/9/2020,57,United States of America (the),Seattle-Tacoma International ,Washington
6/10/2020,62,United States of America (the),Seattle-Tacoma International ,Washington
6/11/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
6/12/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
6/13/2020,59,United States of America (the),Seattle-Tacoma International ,Washington
6/14/2020,59,United States of America (the),Seattle-Tacoma International ,Washington
6/15/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
6/16/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
6/17/2020,78,United States of America (the),Seattle-Tacoma International ,Washington
6/18/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
6/19/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
6/20/2020,56,United States of America (the),Seattle-Tacoma International ,Washington
6/21/2020,62,United States of America (the),Seattle-Tacoma International ,Washington
6/22/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
6/23/2020,76,United States of America (the),Seattle-Tacoma International ,Washington
6/24/2020,80,United States of America (the),Seattle-Tacoma International ,Washington
6/25/2020,76,United States of America (the),Seattle-Tacoma International ,Washington
6/26/2020,73,United States of America (the),Seattle-Tacoma International ,Washington
6/27/2020,60,United States of America (the),Seattle-Tacoma International ,Washington
6/28/2020,46,United States of America (the),Seattle-Tacoma International ,Washington
6/29/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
6/30/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
7/1/2020,80,United States of America (the),Seattle-Tacoma International ,Washington
7/2/2020,74,United States of America (the),Seattle-Tacoma International ,Washington
7/3/2020,48,United States of America (the),Seattle-Tacoma International ,Washington
7/4/2020,45,United States of America (the),Seattle-Tacoma International ,Washington
7/5/2020,46,United States of America (the),Seattle-Tacoma International ,Washington
7/6/2020,66,United States of America (the),Seattle-Tacoma International ,Washington
7/7/2020,79,United States of America (the),Seattle-Tacoma International ,Washington
7/8/2020,79,United States of America (the),Seattle-Tacoma International ,Washington
7/9/2020,80,United States of America (the),Seattle-Tacoma International ,Washington
7/10/2020,86,United States of America (the),Seattle-Tacoma International ,Washington
7/11/2020,55,United States of America (the),Seattle-Tacoma International ,Washington
7/12/2020,47,United States of America (the),Seattle-Tacoma International ,Washington
7/13/2020,63,United States of America (the),Seattle-Tacoma International ,Washington
7/14/2020,77,United States of America (the),Seattle-Tacoma International ,Washington
7/15/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
7/16/2020,76,United States of America (the),Seattle-Tacoma International ,Washington
7/17/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
7/18/2020,60,United States of America (the),Seattle-Tacoma International ,Washington
7/19/2020,62,United States of America (the),Seattle-Tacoma International ,Washington
7/20/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
7/21/2020,81,United States of America (the),Seattle-Tacoma International ,Washington
7/22/2020,82,United States of America (the),Seattle-Tacoma International ,Washington
7/23/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
7/24/2020,75,United States of America (the),Seattle-Tacoma International ,Washington
7/25/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
7/26/2020,55,United States of America (the),Seattle-Tacoma International ,Washington
7/27/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
7/28/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
7/29/2020,74,United States of America (the),Seattle-Tacoma International ,Washington
7/30/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
7/31/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
8/1/2020,54,United States of America (the),Seattle-Tacoma International ,Washington
8/2/2020,48,United States of America (the),Seattle-Tacoma International ,Washington
8/3/2020,56,United States of America (the),Seattle-Tacoma International ,Washington
8/4/2020,79,United States of America (the),Seattle-Tacoma International ,Washington
8/5/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
8/6/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
8/7/2020,80,United States of America (the),Seattle-Tacoma International ,Washington
8/8/2020,76,United States of America (the),Seattle-Tacoma International ,Washington
8/9/2020,56,United States of America (the),Seattle-Tacoma International ,Washington
8/10/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
8/11/2020,66,United States of America (the),Seattle-Tacoma International ,Washington
8/12/2020,77,United States of America (the),Seattle-Tacoma International ,Washington
8/13/2020,66,United States of America (the),Seattle-Tacoma International ,Washington
8/14/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
8/15/2020,58,United States of America (the),Seattle-Tacoma International ,Washington
8/16/2020,53,United States of America (the),Seattle-Tacoma International ,Washington
8/18/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
8/19/2020,73,United States of America (the),Seattle-Tacoma International ,Washington
8/20/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
8/21/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
8/22/2020,55,United States of America (the),Seattle-Tacoma International ,Washington
8/23/2020,64,United States of America (the),Seattle-Tacoma International ,Washington
8/24/2020,58,United States of America (the),Seattle-Tacoma International ,Washington
8/25/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
8/26/2020,85,United States of America (the),Seattle-Tacoma International ,Washington
8/27/2020,77,United States of America (the),Seattle-Tacoma International ,Washington
8/28/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
8/29/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
8/30/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
8/31/2020,60,United States of America (the),Seattle-Tacoma International ,Washington
9/1/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
9/2/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
9/3/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
9/4/2020,65,United States of America (the),Seattle-Tacoma International ,Washington
9/5/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
9/6/2020,47,United States of America (the),Seattle-Tacoma International ,Washington
9/7/2020,31,United States of America (the),Seattle-Tacoma International ,Washington
9/8/2020,54,United States of America (the),Seattle-Tacoma International ,Washington
9/9/2020,74,United States of America (the),Seattle-Tacoma International ,Washington
9/10/2020,76,United States of America (the),Seattle-Tacoma International ,Washington
9/11/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
9/12/2020,68,United States of America (the),Seattle-Tacoma International ,Washington
9/13/2020,66,United States of America (the),Seattle-Tacoma International ,Washington
9/14/2020,66,United States of America (the),Seattle-Tacoma International ,Washington
9/15/2020,61,United States of America (the),Seattle-Tacoma International ,Washington
9/16/2020,77,United States of America (the),Seattle-Tacoma International ,Washington
9/17/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
9/18/2020,75,United States of America (the),Seattle-Tacoma International ,Washington
9/19/2020,51,United States of America (the),Seattle-Tacoma International ,Washington
9/20/2020,54,United States of America (the),Seattle-Tacoma International ,Washington
9/21/2020,69,United States of America (the),Seattle-Tacoma International ,Washington
9/22/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
9/23/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
9/24/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
9/25/2020,59,United States of America (the),Seattle-Tacoma International ,Washington
9/26/2020,54,United States of America (the),Seattle-Tacoma International ,Washington
9/27/2020,50,United States of America (the),Seattle-Tacoma International ,Washington
9/28/2020,63,United States of America (the),Seattle-Tacoma International ,Washington
9/29/2020,83,United States of America (the),Seattle-Tacoma International ,Washington
9/30/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
10/1/2020,78,United States of America (the),Seattle-Tacoma International ,Washington
10/2/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
10/3/2020,55,United States of America (the),Seattle-Tacoma International ,Washington
10/4/2020,43,United States of America (the),Seattle-Tacoma International ,Washington
10/5/2020,79,United States of America (the),Seattle-Tacoma International ,Washington
10/6/2020,71,United States of America (the),Seattle-Tacoma International ,Washington
10/7/2020,75,United States of America (the),Seattle-Tacoma International ,Washington
10/8/2020,76,United States of America (the),Seattle-Tacoma International ,Washington
10/9/2020,70,United States of America (the),Seattle-Tacoma International ,Washington
10/10/2020,43,United States of America (the),Seattle-Tacoma International ,Washington
10/11/2020,57,United States of America (the),Seattle-Tacoma International ,Washington
10/12/2020,67,United States of America (the),Seattle-Tacoma International ,Washington
10/13/2020,81,United States of America (the),Seattle-Tacoma International ,Washington
10/14/2020,76,United States of America (the),Seattle-Tacoma International ,Washington
10/15/2020,74,United States of America (the),Seattle-Tacoma International ,Washington
10/16/2020,72,United States of America (the),Seattle-Tacoma International ,Washington
3/16/2020,100,Canada,Toronto Pearson,Ontario
3/17/2020,89,Canada,Toronto Pearson,Ontario
3/18/2020,81,Canada,Toronto Pearson,Ontario
3/19/2020,82,Canada,Toronto Pearson,Ontario
3/20/2020,75,Canada,Toronto Pearson,Ontario
3/21/2020,66,Canada,Toronto Pearson,Ontario
3/22/2020,64,Canada,Toronto Pearson,Ontario
3/23/2020,74,Canada,Toronto Pearson,Ontario
3/24/2020,73,Canada,Toronto Pearson,Ontario
3/25/2020,65,Canada,Toronto Pearson,Ontario
3/26/2020,58,Canada,Toronto Pearson,Ontario
3/27/2020,57,Canada,Toronto Pearson,Ontario
3/28/2020,38,Canada,Toronto Pearson,Ontario
3/29/2020,28,Canada,Toronto Pearson,Ontario
3/30/2020,58,Canada,Toronto Pearson,Ontario
3/31/2020,58,Canada,Toronto Pearson,Ontario
4/1/2020,53,Canada,Toronto Pearson,Ontario
4/2/2020,53,Canada,Toronto Pearson,Ontario
4/3/2020,56,Canada,Toronto Pearson,Ontario
4/4/2020,28,Canada,Toronto Pearson,Ontario
4/5/2020,20,Canada,Toronto Pearson,Ontario
4/6/2020,62,Canada,Toronto Pearson,Ontario
4/7/2020,52,Canada,Toronto Pearson,Ontario
4/8/2020,55,Canada,Toronto Pearson,Ontario
4/9/2020,55,Canada,Toronto Pearson,Ontario
4/10/2020,10,Canada,Toronto Pearson,Ontario
4/11/2020,21,Canada,Toronto Pearson,Ontario
4/12/2020,16,Canada,Toronto Pearson,Ontario
4/13/2020,49,Canada,Toronto Pearson,Ontario
4/14/2020,50,Canada,Toronto Pearson,Ontario
4/15/2020,57,Canada,Toronto Pearson,Ontario
4/16/2020,55,Canada,Toronto Pearson,Ontario
4/17/2020,46,Canada,Toronto Pearson,Ontario
4/18/2020,27,Canada,Toronto Pearson,Ontario
4/19/2020,21,Canada,Toronto Pearson,Ontario
4/20/2020,59,Canada,Toronto Pearson,Ontario
4/21/2020,51,Canada,Toronto Pearson,Ontario
4/22/2020,53,Canada,Toronto Pearson,Ontario
4/23/2020,51,Canada,Toronto Pearson,Ontario
4/24/2020,52,Canada,Toronto Pearson,Ontario
4/25/2020,25,Canada,Toronto Pearson,Ontario
4/26/2020,24,Canada,Toronto Pearson,Ontario
4/27/2020,62,Canada,Toronto Pearson,Ontario
4/28/2020,59,Canada,Toronto Pearson,Ontario
4/29/2020,51,Canada,Toronto Pearson,Ontario
4/30/2020,53,Canada,Toronto Pearson,Ontario
5/1/2020,54,Canada,Toronto Pearson,Ontario
5/2/2020,26,Canada,Toronto Pearson,Ontario
5/3/2020,24,Canada,Toronto Pearson,Ontario
5/4/2020,56,Canada,Toronto Pearson,Ontario
5/5/2020,50,Canada,Toronto Pearson,Ontario
5/6/2020,54,Canada,Toronto Pearson,Ontario
5/7/2020,49,Canada,Toronto Pearson,Ontario
5/8/2020,57,Canada,Toronto Pearson,Ontario
5/9/2020,26,Canada,Toronto Pearson,Ontario
5/10/2020,24,Canada,Toronto Pearson,Ontario
5/11/2020,54,Canada,Toronto Pearson,Ontario
5/12/2020,58,Canada,Toronto Pearson,Ontario
5/13/2020,51,Canada,Toronto Pearson,Ontario
5/14/2020,57,Canada,Toronto Pearson,Ontario
5/15/2020,52,Canada,Toronto Pearson,Ontario
5/16/2020,23,Canada,Toronto Pearson,Ontario
5/17/2020,21,Canada,Toronto Pearson,Ontario
5/18/2020,10,Canada,Toronto Pearson,Ontario
5/19/2020,54,Canada,Toronto Pearson,Ontario
5/20/2020,63,Canada,Toronto Pearson,Ontario
5/21/2020,64,Canada,Toronto Pearson,Ontario
5/22/2020,66,Canada,Toronto Pearson,Ontario
5/23/2020,26,Canada,Toronto Pearson,Ontario
5/24/2020,23,Canada,Toronto Pearson,Ontario
5/25/2020,68,Canada,Toronto Pearson,Ontario
5/26/2020,65,Canada,Toronto Pearson,Ontario
5/27/2020,61,Canada,Toronto Pearson,Ontario
5/28/2020,64,Canada,Toronto Pearson,Ontario
5/29/2020,65,Canada,Toronto Pearson,Ontario
5/30/2020,41,Canada,Toronto Pearson,Ontario
5/31/2020,29,Canada,Toronto Pearson,Ontario
6/1/2020,75,Canada,Toronto Pearson,Ontario
6/2/2020,64,Canada,Toronto Pearson,Ontario
6/3/2020,66,Canada,Toronto Pearson,Ontario
6/4/2020,69,Canada,Toronto Pearson,Ontario
6/5/2020,63,Canada,Toronto Pearson,Ontario
6/6/2020,41,Canada,Toronto Pearson,Ontario
6/7/2020,28,Canada,Toronto Pearson,Ontario
6/8/2020,69,Canada,Toronto Pearson,Ontario
6/9/2020,65,Canada,Toronto Pearson,Ontario
6/10/2020,66,Canada,Toronto Pearson,Ontario
6/11/2020,70,Canada,Toronto Pearson,Ontario
6/12/2020,69,Canada,Toronto Pearson,Ontario
6/13/2020,44,Canada,Toronto Pearson,Ontario
6/14/2020,31,Canada,Toronto Pearson,Ontario
6/15/2020,79,Canada,Toronto Pearson,Ontario
6/16/2020,74,Canada,Toronto Pearson,Ontario
6/17/2020,70,Canada,Toronto Pearson,Ontario
6/18/2020,70,Canada,Toronto Pearson,Ontario
6/19/2020,65,Canada,Toronto Pearson,Ontario
6/20/2020,37,Canada,Toronto Pearson,Ontario
6/21/2020,29,Canada,Toronto Pearson,Ontario
6/22/2020,77,Canada,Toronto Pearson,Ontario
6/23/2020,65,Canada,Toronto Pearson,Ontario
6/24/2020,69,Canada,Toronto Pearson,Ontario
6/25/2020,69,Canada,Toronto Pearson,Ontario
6/26/2020,63,Canada,Toronto Pearson,Ontario
6/27/2020,43,Canada,Toronto Pearson,Ontario
6/28/2020,41,Canada,Toronto Pearson,Ontario
6/29/2020,69,Canada,Toronto Pearson,Ontario
6/30/2020,69,Canada,Toronto Pearson,Ontario
7/1/2020,16,Canada,Toronto Pearson,Ontario
7/2/2020,66,Canada,Toronto Pearson,Ontario
7/3/2020,58,Canada,Toronto Pearson,Ontario
7/4/2020,43,Canada,Toronto Pearson,Ontario
7/5/2020,29,Canada,Toronto Pearson,Ontario
7/6/2020,78,Canada,Toronto Pearson,Ontario
7/7/2020,64,Canada,Toronto Pearson,Ontario
7/8/2020,68,Canada,Toronto Pearson,Ontario
7/9/2020,71,Canada,Toronto Pearson,Ontario
7/10/2020,69,Canada,Toronto Pearson,Ontario
7/11/2020,37,Canada,Toronto Pearson,Ontario
7/12/2020,37,Canada,Toronto Pearson,Ontario
7/13/2020,81,Canada,Toronto Pearson,Ontario
7/14/2020,62,Canada,Toronto Pearson,Ontario
7/15/2020,73,Canada,Toronto Pearson,Ontario
7/16/2020,67,Canada,Toronto Pearson,Ontario
7/17/2020,62,Canada,Toronto Pearson,Ontario
7/18/2020,37,Canada,Toronto Pearson,Ontario
7/19/2020,36,Canada,Toronto Pearson,Ontario
7/20/2020,74,Canada,Toronto Pearson,Ontario
7/21/2020,70,Canada,Toronto Pearson,Ontario
7/22/2020,68,Canada,Toronto Pearson,Ontario
7/23/2020,73,Canada,Toronto Pearson,Ontario
7/24/2020,70,Canada,Toronto Pearson,Ontario
7/25/2020,34,Canada,Toronto Pearson,Ontario
7/26/2020,39,Canada,Toronto Pearson,Ontario
7/27/2020,75,Canada,Toronto Pearson,Ontario
7/28/2020,71,Canada,Toronto Pearson,Ontario
7/29/2020,73,Canada,Toronto Pearson,Ontario
7/30/2020,71,Canada,Toronto Pearson,Ontario
7/31/2020,64,Canada,Toronto Pearson,Ontario
8/1/2020,38,Canada,Toronto Pearson,Ontario
8/2/2020,31,Canada,Toronto Pearson,Ontario
8/3/2020,16,Canada,Toronto Pearson,Ontario
8/4/2020,67,Canada,Toronto Pearson,Ontario
8/5/2020,68,Canada,Toronto Pearson,Ontario
8/6/2020,75,Canada,Toronto Pearson,Ontario
8/7/2020,67,Canada,Toronto Pearson,Ontario
8/8/2020,47,Canada,Toronto Pearson,Ontario
8/9/2020,36,Canada,Toronto Pearson,Ontario
8/10/2020,65,Canada,Toronto Pearson,Ontario
8/11/2020,69,Canada,Toronto Pearson,Ontario
8/12/2020,67,Canada,Toronto Pearson,Ontario
8/13/2020,68,Canada,Toronto Pearson,Ontario
8/14/2020,66,Canada,Toronto Pearson,Ontario
8/15/2020,35,Canada,Toronto Pearson,Ontario
8/16/2020,38,Canada,Toronto Pearson,Ontario
8/18/2020,70,Canada,Toronto Pearson,Ontario
8/19/2020,65,Canada,Toronto Pearson,Ontario
8/20/2020,75,Canada,Toronto Pearson,Ontario
8/21/2020,60,Canada,Toronto Pearson,Ontario
8/22/2020,35,Canada,Toronto Pearson,Ontario
8/23/2020,39,Canada,Toronto Pearson,Ontario
8/24/2020,75,Canada,Toronto Pearson,Ontario
8/25/2020,71,Canada,Toronto Pearson,Ontario
8/26/2020,72,Canada,Toronto Pearson,Ontario
8/27/2020,72,Canada,Toronto Pearson,Ontario
8/28/2020,71,Canada,Toronto Pearson,Ontario
8/29/2020,46,Canada,Toronto Pearson,Ontario
8/30/2020,35,Canada,Toronto Pearson,Ontario
8/31/2020,73,Canada,Toronto Pearson,Ontario
9/1/2020,65,Canada,Toronto Pearson,Ontario
9/2/2020,74,Canada,Toronto Pearson,Ontario
9/3/2020,78,Canada,Toronto Pearson,Ontario
9/4/2020,72,Canada,Toronto Pearson,Ontario
9/5/2020,44,Canada,Toronto Pearson,Ontario
9/6/2020,31,Canada,Toronto Pearson,Ontario
9/7/2020,16,Canada,Toronto Pearson,Ontario
9/8/2020,70,Canada,Toronto Pearson,Ontario
9/9/2020,75,Canada,Toronto Pearson,Ontario
9/10/2020,74,Canada,Toronto Pearson,Ontario
9/11/2020,69,Canada,Toronto Pearson,Ontario
9/12/2020,36,Canada,Toronto Pearson,Ontario
9/13/2020,37,Canada,Toronto Pearson,Ontario
9/14/2020,74,Canada,Toronto Pearson,Ontario
9/15/2020,71,Canada,Toronto Pearson,Ontario
9/16/2020,75,Canada,Toronto Pearson,Ontario
9/17/2020,77,Canada,Toronto Pearson,Ontario
9/18/2020,64,Canada,Toronto Pearson,Ontario
9/19/2020,46,Canada,Toronto Pearson,Ontario
9/20/2020,38,Canada,Toronto Pearson,Ontario
9/21/2020,74,Canada,Toronto Pearson,Ontario
9/22/2020,74,Canada,Toronto Pearson,Ontario
9/23/2020,70,Canada,Toronto Pearson,Ontario
9/24/2020,77,Canada,Toronto Pearson,Ontario
9/25/2020,64,Canada,Toronto Pearson,Ontario
9/26/2020,46,Canada,Toronto Pearson,Ontario
9/27/2020,39,Canada,Toronto Pearson,Ontario
9/28/2020,84,Canada,Toronto Pearson,Ontario
9/29/2020,74,Canada,Toronto Pearson,Ontario
9/30/2020,74,Canada,Toronto Pearson,Ontario
