Date,PercentOfBaseline,Country,AirportName,State
8/21/2020,77,United States of America (the),Chicago OHare International,Illinois
8/22/2020,72,United States of America (the),Chicago OHare International,Illinois
8/23/2020,75,United States of America (the),Chicago OHare International,Illinois
8/24/2020,82,United States of America (the),Chicago OHare International,Illinois
8/25/2020,75,United States of America (the),Chicago OHare International,Illinois
8/26/2020,83,United States of America (the),Chicago OHare International,Illinois
8/27/2020,79,United States of America (the),Chicago OHare International,Illinois
8/28/2020,80,United States of America (the),Chicago OHare International,Illinois
8/29/2020,74,United States of America (the),Chicago OHare International,Illinois
8/30/2020,62,United States of America (the),Chicago OHare International,Illinois
8/31/2020,73,United States of America (the),Chicago OHare International,Illinois
9/1/2020,71,United States of America (the),Chicago OHare International,Illinois
9/2/2020,73,United States of America (the),Chicago OHare International,Illinois
9/3/2020,72,United States of America (the),Chicago OHare International,Illinois
9/4/2020,67,United States of America (the),Chicago OHare International,Illinois
9/5/2020,71,United States of America (the),Chicago OHare International,Illinois
9/6/2020,51,United States of America (the),Chicago OHare International,Illinois
9/7/2020,21,United States of America (the),Chicago OHare International,Illinois
9/8/2020,62,United States of America (the),Chicago OHare International,Illinois
9/9/2020,81,United States of America (the),Chicago OHare International,Illinois
9/10/2020,70,United States of America (the),Chicago OHare International,Illinois
9/11/2020,69,United States of America (the),Chicago OHare International,Illinois
9/12/2020,68,United States of America (the),Chicago OHare International,Illinois
9/13/2020,66,United States of America (the),Chicago OHare International,Illinois
9/14/2020,78,United States of America (the),Chicago OHare International,Illinois
9/15/2020,75,United States of America (the),Chicago OHare International,Illinois
9/16/2020,77,United States of America (the),Chicago OHare International,Illinois
9/17/2020,78,United States of America (the),Chicago OHare International,Illinois
9/18/2020,75,United States of America (the),Chicago OHare International,Illinois
9/19/2020,77,United States of America (the),Chicago OHare International,Illinois
9/20/2020,62,United States of America (the),Chicago OHare International,Illinois
9/21/2020,81,United States of America (the),Chicago OHare International,Illinois
9/22/2020,83,United States of America (the),Chicago OHare International,Illinois
9/23/2020,83,United States of America (the),Chicago OHare International,Illinois
9/24/2020,81,United States of America (the),Chicago OHare International,Illinois
9/25/2020,76,United States of America (the),Chicago OHare International,Illinois
9/26/2020,67,United States of America (the),Chicago OHare International,Illinois
9/27/2020,64,United States of America (the),Chicago OHare International,Illinois
9/28/2020,81,United States of America (the),Chicago OHare International,Illinois
9/29/2020,87,United States of America (the),Chicago OHare International,Illinois
9/30/2020,84,United States of America (the),Chicago OHare International,Illinois
10/1/2020,86,United States of America (the),Chicago OHare International,Illinois
10/2/2020,76,United States of America (the),Chicago OHare International,Illinois
10/3/2020,72,United States of America (the),Chicago OHare International,Illinois
10/4/2020,60,United States of America (the),Chicago OHare International,Illinois
10/5/2020,75,United States of America (the),Chicago OHare International,Illinois
10/6/2020,77,United States of America (the),Chicago OHare International,Illinois
10/7/2020,81,United States of America (the),Chicago OHare International,Illinois
10/8/2020,76,United States of America (the),Chicago OHare International,Illinois
10/9/2020,78,United States of America (the),Chicago OHare International,Illinois
10/10/2020,63,United States of America (the),Chicago OHare International,Illinois
10/11/2020,57,United States of America (the),Chicago OHare International,Illinois
10/12/2020,68,United States of America (the),Chicago OHare International,Illinois
10/13/2020,80,United States of America (the),Chicago OHare International,Illinois
10/14/2020,83,United States of America (the),Chicago OHare International,Illinois
10/15/2020,84,United States of America (the),Chicago OHare International,Illinois
10/16/2020,78,United States of America (the),Chicago OHare International,Illinois
3/16/2020,82,United States of America (the),Dallas/Fort Worth International ,Texas
3/17/2020,88,United States of America (the),Dallas/Fort Worth International ,Texas
3/18/2020,77,United States of America (the),Dallas/Fort Worth International ,Texas
3/19/2020,73,United States of America (the),Dallas/Fort Worth International ,Texas
3/20/2020,71,United States of America (the),Dallas/Fort Worth International ,Texas
3/21/2020,71,United States of America (the),Dallas/Fort Worth International ,Texas
3/22/2020,63,United States of America (the),Dallas/Fort Worth International ,Texas
3/23/2020,79,United States of America (the),Dallas/Fort Worth International ,Texas
3/24/2020,75,United States of America (the),Dallas/Fort Worth International ,Texas
3/25/2020,74,United States of America (the),Dallas/Fort Worth International ,Texas
3/26/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
3/27/2020,76,United States of America (the),Dallas/Fort Worth International ,Texas
3/28/2020,64,United States of America (the),Dallas/Fort Worth International ,Texas
3/29/2020,49,United States of America (the),Dallas/Fort Worth International ,Texas
3/30/2020,56,United States of America (the),Dallas/Fort Worth International ,Texas
3/31/2020,68,United States of America (the),Dallas/Fort Worth International ,Texas
4/1/2020,65,United States of America (the),Dallas/Fort Worth International ,Texas
4/2/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
4/3/2020,66,United States of America (the),Dallas/Fort Worth International ,Texas
4/4/2020,52,United States of America (the),Dallas/Fort Worth International ,Texas
4/5/2020,43,United States of America (the),Dallas/Fort Worth International ,Texas
4/6/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
4/7/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
4/8/2020,68,United States of America (the),Dallas/Fort Worth International ,Texas
4/9/2020,60,United States of America (the),Dallas/Fort Worth International ,Texas
4/10/2020,55,United States of America (the),Dallas/Fort Worth International ,Texas
4/11/2020,49,United States of America (the),Dallas/Fort Worth International ,Texas
4/12/2020,31,United States of America (the),Dallas/Fort Worth International ,Texas
4/13/2020,59,United States of America (the),Dallas/Fort Worth International ,Texas
4/14/2020,62,United States of America (the),Dallas/Fort Worth International ,Texas
4/15/2020,60,United States of America (the),Dallas/Fort Worth International ,Texas
4/16/2020,64,United States of America (the),Dallas/Fort Worth International ,Texas
4/17/2020,59,United States of America (the),Dallas/Fort Worth International ,Texas
4/18/2020,50,United States of America (the),Dallas/Fort Worth International ,Texas
4/19/2020,41,United States of America (the),Dallas/Fort Worth International ,Texas
4/20/2020,64,United States of America (the),Dallas/Fort Worth International ,Texas
4/21/2020,58,United States of America (the),Dallas/Fort Worth International ,Texas
4/22/2020,65,United States of America (the),Dallas/Fort Worth International ,Texas
4/23/2020,62,United States of America (the),Dallas/Fort Worth International ,Texas
4/24/2020,64,United States of America (the),Dallas/Fort Worth International ,Texas
4/25/2020,44,United States of America (the),Dallas/Fort Worth International ,Texas
4/26/2020,36,United States of America (the),Dallas/Fort Worth International ,Texas
4/27/2020,63,United States of America (the),Dallas/Fort Worth International ,Texas
4/28/2020,67,United States of America (the),Dallas/Fort Worth International ,Texas
4/29/2020,67,United States of America (the),Dallas/Fort Worth International ,Texas
4/30/2020,58,United States of America (the),Dallas/Fort Worth International ,Texas
5/1/2020,65,United States of America (the),Dallas/Fort Worth International ,Texas
5/2/2020,47,United States of America (the),Dallas/Fort Worth International ,Texas
5/3/2020,32,United States of America (the),Dallas/Fort Worth International ,Texas
5/4/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
5/5/2020,54,United States of America (the),Dallas/Fort Worth International ,Texas
5/6/2020,66,United States of America (the),Dallas/Fort Worth International ,Texas
5/7/2020,63,United States of America (the),Dallas/Fort Worth International ,Texas
5/8/2020,54,United States of America (the),Dallas/Fort Worth International ,Texas
5/9/2020,42,United States of America (the),Dallas/Fort Worth International ,Texas
5/10/2020,38,United States of America (the),Dallas/Fort Worth International ,Texas
5/11/2020,68,United States of America (the),Dallas/Fort Worth International ,Texas
5/12/2020,61,United States of America (the),Dallas/Fort Worth International ,Texas
5/13/2020,72,United States of America (the),Dallas/Fort Worth International ,Texas
5/14/2020,66,United States of America (the),Dallas/Fort Worth International ,Texas
5/15/2020,62,United States of America (the),Dallas/Fort Worth International ,Texas
5/16/2020,49,United States of America (the),Dallas/Fort Worth International ,Texas
5/17/2020,38,United States of America (the),Dallas/Fort Worth International ,Texas
5/18/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
5/19/2020,72,United States of America (the),Dallas/Fort Worth International ,Texas
5/20/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
5/21/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
5/22/2020,68,United States of America (the),Dallas/Fort Worth International ,Texas
5/23/2020,50,United States of America (the),Dallas/Fort Worth International ,Texas
5/24/2020,35,United States of America (the),Dallas/Fort Worth International ,Texas
5/25/2020,16,United States of America (the),Dallas/Fort Worth International ,Texas
5/26/2020,67,United States of America (the),Dallas/Fort Worth International ,Texas
5/27/2020,71,United States of America (the),Dallas/Fort Worth International ,Texas
5/28/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
5/29/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
5/30/2020,56,United States of America (the),Dallas/Fort Worth International ,Texas
5/31/2020,38,United States of America (the),Dallas/Fort Worth International ,Texas
6/1/2020,71,United States of America (the),Dallas/Fort Worth International ,Texas
6/2/2020,72,United States of America (the),Dallas/Fort Worth International ,Texas
6/3/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
6/4/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
6/5/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
6/6/2020,65,United States of America (the),Dallas/Fort Worth International ,Texas
6/7/2020,58,United States of America (the),Dallas/Fort Worth International ,Texas
6/8/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
6/9/2020,81,United States of America (the),Dallas/Fort Worth International ,Texas
6/10/2020,84,United States of America (the),Dallas/Fort Worth International ,Texas
6/11/2020,79,United States of America (the),Dallas/Fort Worth International ,Texas
6/12/2020,78,United States of America (the),Dallas/Fort Worth International ,Texas
6/13/2020,61,United States of America (the),Dallas/Fort Worth International ,Texas
6/14/2020,46,United States of America (the),Dallas/Fort Worth International ,Texas
6/15/2020,77,United States of America (the),Dallas/Fort Worth International ,Texas
6/16/2020,78,United States of America (the),Dallas/Fort Worth International ,Texas
6/17/2020,86,United States of America (the),Dallas/Fort Worth International ,Texas
6/18/2020,83,United States of America (the),Dallas/Fort Worth International ,Texas
6/19/2020,78,United States of America (the),Dallas/Fort Worth International ,Texas
6/20/2020,58,United States of America (the),Dallas/Fort Worth International ,Texas
6/21/2020,44,United States of America (the),Dallas/Fort Worth International ,Texas
6/22/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
6/23/2020,66,United States of America (the),Dallas/Fort Worth International ,Texas
6/24/2020,85,United States of America (the),Dallas/Fort Worth International ,Texas
6/25/2020,79,United States of America (the),Dallas/Fort Worth International ,Texas
6/26/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
6/27/2020,62,United States of America (the),Dallas/Fort Worth International ,Texas
6/28/2020,54,United States of America (the),Dallas/Fort Worth International ,Texas
6/29/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
6/30/2020,77,United States of America (the),Dallas/Fort Worth International ,Texas
7/1/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
7/2/2020,85,United States of America (the),Dallas/Fort Worth International ,Texas
7/3/2020,41,United States of America (the),Dallas/Fort Worth International ,Texas
7/4/2020,33,United States of America (the),Dallas/Fort Worth International ,Texas
7/5/2020,55,United States of America (the),Dallas/Fort Worth International ,Texas
7/6/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
7/7/2020,83,United States of America (the),Dallas/Fort Worth International ,Texas
7/8/2020,91,United States of America (the),Dallas/Fort Worth International ,Texas
7/9/2020,82,United States of America (the),Dallas/Fort Worth International ,Texas
7/10/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
7/11/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
7/12/2020,54,United States of America (the),Dallas/Fort Worth International ,Texas
7/13/2020,82,United States of America (the),Dallas/Fort Worth International ,Texas
7/14/2020,90,United States of America (the),Dallas/Fort Worth International ,Texas
7/15/2020,93,United States of America (the),Dallas/Fort Worth International ,Texas
7/16/2020,79,United States of America (the),Dallas/Fort Worth International ,Texas
7/17/2020,76,United States of America (the),Dallas/Fort Worth International ,Texas
7/18/2020,67,United States of America (the),Dallas/Fort Worth International ,Texas
7/19/2020,52,United States of America (the),Dallas/Fort Worth International ,Texas
7/20/2020,86,United States of America (the),Dallas/Fort Worth International ,Texas
7/21/2020,96,United States of America (the),Dallas/Fort Worth International ,Texas
7/22/2020,97,United States of America (the),Dallas/Fort Worth International ,Texas
7/23/2020,78,United States of America (the),Dallas/Fort Worth International ,Texas
7/24/2020,86,United States of America (the),Dallas/Fort Worth International ,Texas
7/25/2020,67,United States of America (the),Dallas/Fort Worth International ,Texas
7/26/2020,53,United States of America (the),Dallas/Fort Worth International ,Texas
7/27/2020,81,United States of America (the),Dallas/Fort Worth International ,Texas
7/28/2020,82,United States of America (the),Dallas/Fort Worth International ,Texas
7/29/2020,87,United States of America (the),Dallas/Fort Worth International ,Texas
7/30/2020,84,United States of America (the),Dallas/Fort Worth International ,Texas
7/31/2020,74,United States of America (the),Dallas/Fort Worth International ,Texas
8/1/2020,73,United States of America (the),Dallas/Fort Worth International ,Texas
8/2/2020,51,United States of America (the),Dallas/Fort Worth International ,Texas
8/3/2020,74,United States of America (the),Dallas/Fort Worth International ,Texas
8/4/2020,81,United States of America (the),Dallas/Fort Worth International ,Texas
8/5/2020,81,United States of America (the),Dallas/Fort Worth International ,Texas
8/6/2020,75,United States of America (the),Dallas/Fort Worth International ,Texas
8/7/2020,84,United States of America (the),Dallas/Fort Worth International ,Texas
8/8/2020,64,United States of America (the),Dallas/Fort Worth International ,Texas
8/9/2020,65,United States of America (the),Dallas/Fort Worth International ,Texas
8/10/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
8/11/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
8/12/2020,84,United States of America (the),Dallas/Fort Worth International ,Texas
8/13/2020,77,United States of America (the),Dallas/Fort Worth International ,Texas
8/14/2020,88,United States of America (the),Dallas/Fort Worth International ,Texas
8/15/2020,67,United States of America (the),Dallas/Fort Worth International ,Texas
8/16/2020,65,United States of America (the),Dallas/Fort Worth International ,Texas
8/17/2020,0,United States of America (the),Dallas/Fort Worth International ,Texas
8/18/2020,85,United States of America (the),Dallas/Fort Worth International ,Texas
8/19/2020,87,United States of America (the),Dallas/Fort Worth International ,Texas
8/20/2020,81,United States of America (the),Dallas/Fort Worth International ,Texas
8/21/2020,76,United States of America (the),Dallas/Fort Worth International ,Texas
8/22/2020,76,United States of America (the),Dallas/Fort Worth International ,Texas
8/23/2020,67,United States of America (the),Dallas/Fort Worth International ,Texas
8/24/2020,82,United States of America (the),Dallas/Fort Worth International ,Texas
8/25/2020,83,United States of America (the),Dallas/Fort Worth International ,Texas
8/26/2020,92,United States of America (the),Dallas/Fort Worth International ,Texas
8/27/2020,81,United States of America (the),Dallas/Fort Worth International ,Texas
8/28/2020,95,United States of America (the),Dallas/Fort Worth International ,Texas
8/29/2020,84,United States of America (the),Dallas/Fort Worth International ,Texas
8/30/2020,75,United States of America (the),Dallas/Fort Worth International ,Texas
8/31/2020,90,United States of America (the),Dallas/Fort Worth International ,Texas
9/1/2020,82,United States of America (the),Dallas/Fort Worth International ,Texas
9/2/2020,82,United States of America (the),Dallas/Fort Worth International ,Texas
9/3/2020,85,United States of America (the),Dallas/Fort Worth International ,Texas
9/4/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
9/5/2020,81,United States of America (the),Dallas/Fort Worth International ,Texas
9/6/2020,71,United States of America (the),Dallas/Fort Worth International ,Texas
9/7/2020,26,United States of America (the),Dallas/Fort Worth International ,Texas
9/8/2020,79,United States of America (the),Dallas/Fort Worth International ,Texas
9/9/2020,96,United States of America (the),Dallas/Fort Worth International ,Texas
9/10/2020,90,United States of America (the),Dallas/Fort Worth International ,Texas
9/11/2020,90,United States of America (the),Dallas/Fort Worth International ,Texas
9/12/2020,84,United States of America (the),Dallas/Fort Worth International ,Texas
9/13/2020,69,United States of America (the),Dallas/Fort Worth International ,Texas
9/14/2020,98,United States of America (the),Dallas/Fort Worth International ,Texas
9/15/2020,95,United States of America (the),Dallas/Fort Worth International ,Texas
9/16/2020,96,United States of America (the),Dallas/Fort Worth International ,Texas
9/17/2020,94,United States of America (the),Dallas/Fort Worth International ,Texas
9/18/2020,97,United States of America (the),Dallas/Fort Worth International ,Texas
9/19/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
9/20/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
9/21/2020,95,United States of America (the),Dallas/Fort Worth International ,Texas
9/22/2020,87,United States of America (the),Dallas/Fort Worth International ,Texas
9/23/2020,100,United States of America (the),Dallas/Fort Worth International ,Texas
9/24/2020,89,United States of America (the),Dallas/Fort Worth International ,Texas
9/25/2020,95,United States of America (the),Dallas/Fort Worth International ,Texas
9/26/2020,89,United States of America (the),Dallas/Fort Worth International ,Texas
9/27/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
9/28/2020,100,United States of America (the),Dallas/Fort Worth International ,Texas
9/29/2020,100,United States of America (the),Dallas/Fort Worth International ,Texas
9/30/2020,100,United States of America (the),Dallas/Fort Worth International ,Texas
10/1/2020,100,United States of America (the),Dallas/Fort Worth International ,Texas
10/2/2020,92,United States of America (the),Dallas/Fort Worth International ,Texas
10/3/2020,70,United States of America (the),Dallas/Fort Worth International ,Texas
10/4/2020,86,United States of America (the),Dallas/Fort Worth International ,Texas
10/5/2020,95,United States of America (the),Dallas/Fort Worth International ,Texas
10/6/2020,97,United States of America (the),Dallas/Fort Worth International ,Texas
10/7/2020,100,United States of America (the),Dallas/Fort Worth International ,Texas
10/8/2020,91,United States of America (the),Dallas/Fort Worth International ,Texas
10/9/2020,96,United States of America (the),Dallas/Fort Worth International ,Texas
10/10/2020,80,United States of America (the),Dallas/Fort Worth International ,Texas
10/11/2020,79,United States of America (the),Dallas/Fort Worth International ,Texas
10/12/2020,96,United States of America (the),Dallas/Fort Worth International ,Texas
10/13/2020,91,United States of America (the),Dallas/Fort Worth International ,Texas
10/14/2020,100,United States of America (the),Dallas/Fort Worth International ,Texas
10/15/2020,93,United States of America (the),Dallas/Fort Worth International ,Texas
10/16/2020,99,United States of America (the),Dallas/Fort Worth International ,Texas
3/16/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
3/17/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
3/18/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
3/19/2020,93,United States of America (the),Daniel K. Inouye International ,Hawaii
3/20/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
3/21/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
3/22/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
3/23/2020,98,United States of America (the),Daniel K. Inouye International ,Hawaii
3/24/2020,97,United States of America (the),Daniel K. Inouye International ,Hawaii
3/25/2020,98,United States of America (the),Daniel K. Inouye International ,Hawaii
3/26/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
3/27/2020,99,United States of America (the),Daniel K. Inouye International ,Hawaii
3/28/2020,99,United States of America (the),Daniel K. Inouye International ,Hawaii
3/29/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
3/30/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
3/31/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
4/1/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
4/2/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
4/3/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
4/4/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
4/5/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
4/6/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
4/7/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
4/8/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
4/9/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
4/10/2020,79,United States of America (the),Daniel K. Inouye International ,Hawaii
4/11/2020,77,United States of America (the),Daniel K. Inouye International ,Hawaii
4/12/2020,93,United States of America (the),Daniel K. Inouye International ,Hawaii
4/13/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
4/14/2020,73,United States of America (the),Daniel K. Inouye International ,Hawaii
4/15/2020,79,United States of America (the),Daniel K. Inouye International ,Hawaii
4/16/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
4/17/2020,68,United States of America (the),Daniel K. Inouye International ,Hawaii
4/18/2020,84,United States of America (the),Daniel K. Inouye International ,Hawaii
4/19/2020,76,United States of America (the),Daniel K. Inouye International ,Hawaii
4/20/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
4/21/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
4/22/2020,79,United States of America (the),Daniel K. Inouye International ,Hawaii
4/23/2020,75,United States of America (the),Daniel K. Inouye International ,Hawaii
4/24/2020,77,United States of America (the),Daniel K. Inouye International ,Hawaii
4/25/2020,70,United States of America (the),Daniel K. Inouye International ,Hawaii
4/26/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
4/27/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
4/28/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
4/29/2020,77,United States of America (the),Daniel K. Inouye International ,Hawaii
4/30/2020,80,United States of America (the),Daniel K. Inouye International ,Hawaii
5/1/2020,80,United States of America (the),Daniel K. Inouye International ,Hawaii
5/2/2020,78,United States of America (the),Daniel K. Inouye International ,Hawaii
5/3/2020,76,United States of America (the),Daniel K. Inouye International ,Hawaii
5/4/2020,75,United States of America (the),Daniel K. Inouye International ,Hawaii
5/5/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
5/6/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
5/7/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
5/8/2020,75,United States of America (the),Daniel K. Inouye International ,Hawaii
5/9/2020,70,United States of America (the),Daniel K. Inouye International ,Hawaii
5/10/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
5/11/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
5/12/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
5/13/2020,78,United States of America (the),Daniel K. Inouye International ,Hawaii
5/14/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
5/15/2020,73,United States of America (the),Daniel K. Inouye International ,Hawaii
5/16/2020,73,United States of America (the),Daniel K. Inouye International ,Hawaii
5/17/2020,77,United States of America (the),Daniel K. Inouye International ,Hawaii
5/18/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
5/19/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
5/20/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
5/21/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
5/22/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
5/23/2020,77,United States of America (the),Daniel K. Inouye International ,Hawaii
5/24/2020,91,United States of America (the),Daniel K. Inouye International ,Hawaii
5/25/2020,41,United States of America (the),Daniel K. Inouye International ,Hawaii
5/26/2020,74,United States of America (the),Daniel K. Inouye International ,Hawaii
5/27/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
5/28/2020,96,United States of America (the),Daniel K. Inouye International ,Hawaii
5/29/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
5/30/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
5/31/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
6/1/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
6/2/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
6/3/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
6/4/2020,99,United States of America (the),Daniel K. Inouye International ,Hawaii
6/5/2020,75,United States of America (the),Daniel K. Inouye International ,Hawaii
6/6/2020,93,United States of America (the),Daniel K. Inouye International ,Hawaii
6/7/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
6/8/2020,96,United States of America (the),Daniel K. Inouye International ,Hawaii
6/9/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
6/10/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
6/11/2020,71,United States of America (the),Daniel K. Inouye International ,Hawaii
6/12/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
6/13/2020,73,United States of America (the),Daniel K. Inouye International ,Hawaii
6/14/2020,93,United States of America (the),Daniel K. Inouye International ,Hawaii
6/15/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
6/16/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
6/17/2020,84,United States of America (the),Daniel K. Inouye International ,Hawaii
6/18/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
6/19/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
6/20/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
6/21/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
6/22/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
6/23/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
6/24/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
6/25/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
6/26/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
6/27/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
6/28/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
6/29/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
6/30/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
7/1/2020,75,United States of America (the),Daniel K. Inouye International ,Hawaii
7/2/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
7/3/2020,58,United States of America (the),Daniel K. Inouye International ,Hawaii
7/4/2020,57,United States of America (the),Daniel K. Inouye International ,Hawaii
7/5/2020,71,United States of America (the),Daniel K. Inouye International ,Hawaii
7/6/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
7/7/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
7/8/2020,79,United States of America (the),Daniel K. Inouye International ,Hawaii
7/9/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
7/10/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
7/11/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
7/12/2020,80,United States of America (the),Daniel K. Inouye International ,Hawaii
7/13/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
7/14/2020,98,United States of America (the),Daniel K. Inouye International ,Hawaii
7/15/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
7/16/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
7/17/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
7/18/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
7/19/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
7/20/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
7/21/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
7/22/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
7/23/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
7/24/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
7/25/2020,91,United States of America (the),Daniel K. Inouye International ,Hawaii
7/26/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
7/27/2020,61,United States of America (the),Daniel K. Inouye International ,Hawaii
7/28/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
7/29/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
7/30/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
7/31/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
8/1/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
8/2/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
8/3/2020,99,United States of America (the),Daniel K. Inouye International ,Hawaii
